state,state_po,district,candidate,party,candidatevotes,totalvotes
ILLINOIS,IL,2,ROBIN L KELLY,DEMOCRAT,234896,298038
ILLINOIS,IL,2,THERESA J RABORN,REPUBLICAN,63142,298038
ILLINOIS,IL,3,MARIE NEWMAN,DEMOCRAT,172997,306848
ILLINOIS,IL,3,MIKE FRICILONE,REPUBLICAN,133851,306848
ILLINOIS,IL,4,"JESUS G ""CHUY"" GARCIA",DEMOCRAT,187219,222737
ILLINOIS,IL,4,JESUS SOLORIO,REPUBLICAN,35518,222737
ILLINOIS,IL,5,FRANK ROWDER,WRITE-IN,2,361271
ILLINOIS,IL,5,MIKE QUIGLEY,DEMOCRAT,255661,361271
ILLINOIS,IL,5,THOMAS J WILDA,GREEN,9408,361271
ILLINOIS,IL,5,TOMMY HANSON,REPUBLICAN,96200,361271
ILLINOIS,IL,6,BILL REDPATH,LIBERTARIAN,7079,404747
ILLINOIS,IL,6,JEANNE IVES,REPUBLICAN,183891,404747
ILLINOIS,IL,6,SEAN CASTEN,DEMOCRAT,213777,404747
ILLINOIS,IL,7,CRAIG CAMERON,REPUBLICAN,41390,310128
ILLINOIS,IL,7,DANNY K DAVIS,DEMOCRAT,249383,310128
ILLINOIS,IL,7,TRACY JENNINGS,INDEPENDENT,19355,310128
ILLINOIS,IL,8,PRESTON GABRIEL NELSON,LIBERTARIAN,68327,254578
ILLINOIS,IL,8,RAJA KRISHNAMOORTHI,DEMOCRAT,186251,254578
ILLINOIS,IL,9,JANICE D SCHAKOWSKY,DEMOCRAT,262045,369170
ILLINOIS,IL,9,SARGIS SANGARI,REPUBLICAN,107125,369170
ILLINOIS,IL,10,BRADLEY SCOTT SCHNEIDER,DEMOCRAT,202402,316874
ILLINOIS,IL,10,DAVID RYCH,WRITE-IN,12,316874
ILLINOIS,IL,10,JOSEPH W KOPSICK,WRITE-IN,18,316874
ILLINOIS,IL,10,VALERIE RAMIREZ MUKHERJEE,REPUBLICAN,114442,316874
ILLINOIS,IL,11,BILL FOSTER,DEMOCRAT,194557,307377
ILLINOIS,IL,11,JON HARLSON,WRITE-IN,13,307377
ILLINOIS,IL,11,RICK LAIB,REPUBLICAN,112807,307377
ILLINOIS,IL,12,MIKE BOST,REPUBLICAN,194839,322416
ILLINOIS,IL,12,RAYMOND C LENZI,DEMOCRAT,127577,322416
ILLINOIS,IL,13,BETSY DIRKSEN LONDRIGAN,DEMOCRAT,151648,333021
ILLINOIS,IL,13,RODNEY DAVIS,REPUBLICAN,181373,333021
ILLINOIS,IL,14,JIM OBERWEIS,REPUBLICAN,197835,401052
ILLINOIS,IL,14,JOSEPH MONACK,WRITE-IN,8,401052
ILLINOIS,IL,14,LAUREN UNDERWOOD,DEMOCRAT,203209,401052
ILLINOIS,IL,15,ERIKA C WEAVER,DEMOCRAT,88559,333506
ILLINOIS,IL,15,MARY MILLER,REPUBLICAN,244947,333506
ILLINOIS,IL,16,ADAM KINZINGER,REPUBLICAN,218839,338159
ILLINOIS,IL,16,BRADEN MCCULLOUGH,WRITE-IN,4,338159
ILLINOIS,IL,16,DANI BRZOZOWSKI,DEMOCRAT,119313,338159
ILLINOIS,IL,16,ROY JONES,WRITE-IN,3,338159
ILLINOIS,IL,17,CHERI BUSTOS,DEMOCRAT,156011,299895
ILLINOIS,IL,17,ESTHER JOY KING,REPUBLICAN,143863,299895
ILLINOIS,IL,17,"GENERAL PARKER ""THE GENERAL""",WRITE-IN,21,299895
ILLINOIS,IL,18,DARIN LAHOOD,REPUBLICAN,261840,371879
ILLINOIS,IL,18,GEORGE PETRILLI,DEMOCRAT,110039,371879
INDIANA,IN,1,FRANK J MRVAN,DEMOCRAT,185180,326948
INDIANA,IN,1,MARK LEYVA,REPUBLICAN,132247,326948
INDIANA,IN,1,MICHAEL STRAUSS,LIBERTARIAN,9521,326948
INDIANA,IN,2,JACKIE WALORSKI,REPUBLICAN,183601,298568
INDIANA,IN,2,"PATRICIA ""PAT"" HACKETT",DEMOCRAT,114967,298568
INDIANA,IN,3,CHIP COLDIRON,DEMOCRAT,104762,325751
INDIANA,IN,3,JIM BANKS,REPUBLICAN,220989,325751
INDIANA,IN,4,JAMES R BAIRD,REPUBLICAN,225531,338515
INDIANA,IN,4,JOE MACKEY,DEMOCRAT,112984,338515
INDIANA,IN,5,CHRISTINA HALE,DEMOCRAT,191226,416226
INDIANA,IN,5,KENNETH TUCKER,LIBERTARIAN,16788,416226
INDIANA,IN,5,VICTORIA SPARTZ,REPUBLICAN,208212,416226
INDIANA,IN,6,GREG PENCE,REPUBLICAN,225319,328213
INDIANA,IN,6,JEANNINE LEE LAKE,DEMOCRAT,91103,328213
INDIANA,IN,6,TOM FERKINHOFF,LIBERTARIAN,11791,328213
INDIANA,IN,7,ANDRE CARSON,DEMOCRAT,176422,282568
INDIANA,IN,7,SUSAN MARIE SMITH,REPUBLICAN,106146,282568
INDIANA,IN,8,E THOMASINA MARSILI,DEMOCRAT,95691,320617
INDIANA,IN,8,JAMES D RODENBERGER,LIBERTARIAN,10283,320617
INDIANA,IN,8,LARRY BUCSHON,REPUBLICAN,214643,320617
INDIANA,IN,9,ANDY RUFF,DEMOCRAT,122566,359038
INDIANA,IN,9,TONYA L MILLIS,LIBERTARIAN,14415,359038
INDIANA,IN,9,TREY HOLLINGSWORTH,REPUBLICAN,222057,359038
IOWA,IA,1,ABBY FINKENAUER,DEMOCRAT,201347,423971
IOWA,IA,1,ASHLEY HINSON,REPUBLICAN,212088,423971
IOWA,IA,1,OVERVOTES,,150,423971
IOWA,IA,1,UNDERVOTES,,9952,423971
IOWA,IA,1,WRITEIN,,434,423971
IOWA,IA,2,MARIANNETTE MILLER-MEEKS,REPUBLICAN,196964,413989
IOWA,IA,2,OVERVOTES,,175,413989
IOWA,IA,2,RITA R HART,DEMOCRAT,196958,413989
IOWA,IA,2,UNDERVOTES,,19189,413989
IOWA,IA,2,WRITEIN,,703,413989
IOWA,IA,3,BRYAN JACK HOLDER,LIBERTARIAN,15361,460813
IOWA,IA,3,CYNTHIA AXNE,DEMOCRAT,219205,460813
IOWA,IA,3,DAVID YOUNG,REPUBLICAN,212997,460813
IOWA,IA,3,OVERVOTES,,218,460813
IOWA,IA,3,UNDERVOTES,,12648,460813
IOWA,IA,3,WRITEIN,,384,460813
IOWA,IA,4,J D SCHOLTEN,DEMOCRAT,144761,401495
IOWA,IA,4,OVERVOTES,,125,401495
IOWA,IA,4,RANDY FEENSTRA,REPUBLICAN,237369,401495
IOWA,IA,4,UNDERVOTES,,18348,401495
IOWA,IA,4,WRITEIN,,892,401495
KANSAS,KS,1,KALI BARNETT,DEMOCRAT,84393,292622
KANSAS,KS,1,TRACEY MANN,REPUBLICAN,208229,292622
KANSAS,KS,2,JAKE LATURNER,REPUBLICAN,185464,336315
KANSAS,KS,2,MICHELLE DE LA ISLA,DEMOCRAT,136650,336315
KANSAS,KS,2,ROBERT GARRARD,LIBERTARIAN,14201,336315
KANSAS,KS,3,AMANDA L ADKINS,REPUBLICAN,178773,410418
KANSAS,KS,3,SHARICE DAVIDS,DEMOCRAT,220049,410418
KANSAS,KS,3,STEVEN A HOHE,LIBERTARIAN,11596,410418
KANSAS,KS,4,LAURA LOMBARD,DEMOCRAT,116166,319598
KANSAS,KS,4,RON ESTES,REPUBLICAN,203432,319598
KENTUCKY,KY,1,JAMES COMER,REPUBLICAN,246329,328470
KENTUCKY,KY,1,JAMES RHODES,DEMOCRAT,82141,328470
KENTUCKY,KY,2,BRETT GUTHRIE,REPUBLICAN,255735,360399
KENTUCKY,KY,2,HANK LINDERMAN,DEMOCRAT,94643,360399
KENTUCKY,KY,2,LEWIS CARTER,POPULIST PARTY,2431,360399
KENTUCKY,KY,2,POET J TRIBBLE,WRITE-IN,2,360399
KENTUCKY,KY,2,ROBERT LEE PERRY,LIBERTARIAN,7588,360399
KENTUCKY,KY,3,JOHN A YARMUTH,DEMOCRAT,230672,368097
KENTUCKY,KY,3,RHONDA PALAZZO,REPUBLICAN,137425,368097
KENTUCKY,KY,4,ALEXANDRA OWENSBY,DEMOCRAT,125896,382509
KENTUCKY,KY,4,THOMAS MASSIE,REPUBLICAN,256613,382509
KENTUCKY,KY,5,HAROLD ROGERS,REPUBLICAN,250914,297970
KENTUCKY,KY,5,MATTHEW RYAN BEST,DEMOCRAT,47056,297970
KENTUCKY,KY,6,ANDY BARR,REPUBLICAN,216948,378450
KENTUCKY,KY,6,FRANK HARRIS,LIBERTARIAN,6491,378450
KENTUCKY,KY,6,JOSH HICKS,DEMOCRAT,155011,378450
LOUISIANA,LA,1,HOWARD KEARNEY,LIBERTARIAN,9309,374369
LOUISIANA,LA,1,LEE ANN DUGAS,DEMOCRAT,94730,374369
LOUISIANA,LA,1,STEVE SCALISE,REPUBLICAN,270330,374369
LOUISIANA,LA,2,"BELDEN ""NOONIE MAN"" BATISTE",INDEPENDENT,12268,316982
LOUISIANA,LA,2,CEDRIC L RICHMOND,DEMOCRAT,201636,316982
LOUISIANA,LA,2,COLBY JAMES,INDEPENDENT,6254,316982
LOUISIANA,LA,2,DAVID M SCHILLING,REPUBLICAN,47575,316982
LOUISIANA,LA,2,GLENN ADRAIN HARRIS,DEMOCRAT,33684,316982
LOUISIANA,LA,2,SHELDON C VINCENT SR,REPUBLICAN,15565,316982
LOUISIANA,LA,3,"""ROB"" ANDERSON",DEMOCRAT,39423,340120
LOUISIANA,LA,3,BRANDON LELEUX,LIBERTARIAN,9365,340120
LOUISIANA,LA,3,BRAYLON HARRIS,DEMOCRAT,60852,340120
LOUISIANA,LA,3,CLAY HIGGINS,REPUBLICAN,230480,340120
LOUISIANA,LA,4,BEN GIBSON,REPUBLICAN,19343,306578
LOUISIANA,LA,4,KENNY HOUSTON,DEMOCRAT,78157,306578
LOUISIANA,LA,4,MIKE JOHNSON,REPUBLICAN,185265,306578
LOUISIANA,LA,4,RYAN TRUNDLE,DEMOCRAT,23813,306578
LOUISIANA,LA,5,"""MATT"" HASTY",REPUBLICAN,9834,435090
LOUISIANA,LA,5,"""SCOTTY"" ROBINSON",REPUBLICAN,23887,435090
LOUISIANA,LA,5,ALLEN GUILLORY SR,REPUBLICAN,22496,435090
LOUISIANA,LA,5,JESSE P LAGARDE,DEMOCRAT,7136,435090
LOUISIANA,LA,5,LANCE HARRIS,REPUBLICAN,130124,435090
LOUISIANA,LA,5,LUKE J LETLOW,REPUBLICAN,149183,435090
LOUISIANA,LA,5,MARTIN LEMELLE JR,DEMOCRAT,32186,435090
LOUISIANA,LA,5,PHILLIP SNOWDEN,DEMOCRAT,9432,435090
LOUISIANA,LA,5,"SANDRA ""CANDY"" CHRISTOPHE",DEMOCRAT,50812,435090
LOUISIANA,LA,6,"DARTANYON ""DAW"" WILLIAMS",DEMOCRAT,95541,373996
LOUISIANA,LA,6,GARRET GRAVES,REPUBLICAN,265706,373996
LOUISIANA,LA,6,"RICHARD ""RPT"" TORREGANO",NO PARTY,3017,373996
LOUISIANA,LA,6,SHANNON SLOAN,LIBERTARIAN,9732,373996
MAINE,ME,1,CHELLIE PINGREE,DEMOCRAT,271004,447981
MAINE,ME,1,JAY T ALLEN,REPUBLICAN,165008,447981
MAINE,ME,1,UNDERVOTES,,11954,447981
MAINE,ME,1,WRITEIN,,15,447981
MAINE,ME,2,DALE JOHN CRAFTS,REPUBLICAN,175228,380324
MAINE,ME,2,JARED F GOLDEN,DEMOCRAT,197974,380324
MAINE,ME,2,UNDERVOTES,,7089,380324
MAINE,ME,2,WRITEIN,,33,380324
MARYLAND,MD,1,ANDY HARRIS,REPUBLICAN,250901,395524
MARYLAND,MD,1,MIA MASON,DEMOCRAT,143877,395524
MARYLAND,MD,1,WRITEIN,,746,395524
MARYLAND,MD,2,C A DUTCH RUPPERSBERGER,DEMOCRAT,224836,332026
MARYLAND,MD,2,JOHNNY RAY SALLING,REPUBLICAN,106355,332026
MARYLAND,MD,2,WRITEIN,,835,332026
MARYLAND,MD,3,CHARLES ANTHONY,REPUBLICAN,112117,373206
MARYLAND,MD,3,JOHN P SARBANES,DEMOCRAT,260358,373206
MARYLAND,MD,3,WRITEIN,,731,373206
MARYLAND,MD,4,ANTHONY G BROWN,DEMOCRAT,282119,354529
MARYLAND,MD,4,GEORGE E MCDERMOTT,REPUBLICAN,71671,354529
MARYLAND,MD,4,WRITEIN,,739,354529
MARYLAND,MD,5,CHRIS PALOMBI,REPUBLICAN,123525,398839
MARYLAND,MD,5,STENY H HOYER,DEMOCRAT,274210,398839
MARYLAND,MD,5,WRITEIN,,1104,398839
MARYLAND,MD,6,DAVID J TRONE,DEMOCRAT,215540,366434
MARYLAND,MD,6,GEORGE GLUCK,GREEN,6893,366434
MARYLAND,MD,6,JASON HERRICK,WRITE-IN (UNAFFILIATED),46,366434
MARYLAND,MD,6,NEIL C PARROTT,REPUBLICAN,143599,366434
MARYLAND,MD,6,WRITEIN,,356,366434
MARYLAND,MD,7,CHARLES U SMITH,WRITE-IN (DEMOCRATIC),21,330998
MARYLAND,MD,7,KIMBERLY KLACIK,REPUBLICAN,92825,330998
MARYLAND,MD,7,KWEISI MFUME,DEMOCRAT,237084,330998
MARYLAND,MD,7,RAY BLY,WRITE-IN (REPUBLICAN),16,330998
MARYLAND,MD,7,WRITEIN,,1052,330998
MARYLAND,MD,8,GREGORY THOMAS COLL,REPUBLICAN,127157,402614
MARYLAND,MD,8,JAMIE RASKIN,DEMOCRAT,274716,402614
MARYLAND,MD,8,LIH YOUNG,WRITE-IN,27,402614
MARYLAND,MD,8,WRITEIN,,714,402614
MASSACHUSETTS,MA,1,ALEX B MORSE,WRITE-IN,1274,372716
MASSACHUSETTS,MA,1,RICHARD E NEAL,DEMOCRAT,275376,372716
MASSACHUSETTS,MA,1,UNDERVOTES,,87384,372716
MASSACHUSETTS,MA,1,WRITEIN,,8682,372716
MASSACHUSETTS,MA,2,JAMES P MCGOVERN,DEMOCRAT,249854,394084
MASSACHUSETTS,MA,2,TRACY LYN LOVVORN,REPUBLICAN,132220,394084
MASSACHUSETTS,MA,2,UNDERVOTES,,11632,394084
MASSACHUSETTS,MA,2,WRITEIN,,378,394084
MASSACHUSETTS,MA,3,LORI TRAHAN,DEMOCRAT,286896,388210
MASSACHUSETTS,MA,3,UNDERVOTES,,94671,388210
MASSACHUSETTS,MA,3,WRITEIN,,6643,388210
MASSACHUSETTS,MA,4,JAKE AUCHINCLOSS,DEMOCRAT,251102,434533
MASSACHUSETTS,MA,4,JULIE A HALL,REPUBLICAN,160474,434533
MASSACHUSETTS,MA,4,UNDERVOTES,,21710,434533
MASSACHUSETTS,MA,4,WRITEIN,,1247,434533
MASSACHUSETTS,MA,5,CAROLINE COLARUSSO,REPUBLICAN,101351,413371
MASSACHUSETTS,MA,5,KATHERINE M CLARK,DEMOCRAT,294427,413371
MASSACHUSETTS,MA,5,UNDERVOTES,,17188,413371
MASSACHUSETTS,MA,5,WRITEIN,,405,413371
MASSACHUSETTS,MA,6,JOHN PAUL MORAN,REPUBLICAN,150695,452574
MASSACHUSETTS,MA,6,SETH MOULTON,DEMOCRAT,286377,452574
MASSACHUSETTS,MA,6,UNDERVOTES,,14897,452574
MASSACHUSETTS,MA,6,WRITEIN,,605,452574
MASSACHUSETTS,MA,7,AYANNA PRESSLEY,DEMOCRAT,267362,326837
MASSACHUSETTS,MA,7,CLAUDETTE N JOSEPH,WRITE-IN,1,326837
MASSACHUSETTS,MA,7,RACHEL NICOLE MISELMAN,WRITE-IN,11,326837
MASSACHUSETTS,MA,7,RAYLA DANELLA CAMPBELL,WRITE-IN,695,326837
MASSACHUSETTS,MA,7,ROY A OWENS SR,UNENROLLED,38675,326837
MASSACHUSETTS,MA,7,UNDERVOTES,,18187,326837
MASSACHUSETTS,MA,7,WRITEIN,,1906,326837
MASSACHUSETTS,MA,8,JONATHAN D LOTT,UNENROLLED,72060,433545
MASSACHUSETTS,MA,8,STEPHEN F LYNCH,DEMOCRAT,310940,433545
MASSACHUSETTS,MA,8,UNDERVOTES,,48144,433545
MASSACHUSETTS,MA,8,WRITEIN,,2401,433545
MASSACHUSETTS,MA,9,HELEN BRADY,REPUBLICAN,154261,442135
MASSACHUSETTS,MA,9,MICHAEL MANLEY,UNENROLLED,9717,442135
MASSACHUSETTS,MA,9,UNDERVOTES,,17534,442135
MASSACHUSETTS,MA,9,WILLIAM R KEATING,DEMOCRAT,260262,442135
MASSACHUSETTS,MA,9,WRITEIN,,361,442135
MICHIGAN,MI,1,BEN BOREN,LIBERTARIAN,6310,416219
MICHIGAN,MI,1,DANA FERGUSON,DEMOCRAT,153328,416219
MICHIGAN,MI,1,JACK BERGMAN,REPUBLICAN,256581,416219
MICHIGAN,MI,2,BILL HUIZENGA,REPUBLICAN,238711,403247
MICHIGAN,MI,2,BRYAN BERGHOEF,DEMOCRAT,154122,403247
MICHIGAN,MI,2,GERALD T VAN SICKLE,U.S. TAXPAYERS,2476,403247
MICHIGAN,MI,2,JEAN-MICHEL CREVIERE,GREEN,2646,403247
MICHIGAN,MI,2,MAX RIEKSE,LIBERTARIAN,5292,403247
MICHIGAN,MI,3,HILLARY SCHOLTEN,DEMOCRAT,189769,403419
MICHIGAN,MI,3,PETER MEIJER,REPUBLICAN,213649,403419
MICHIGAN,MI,3,RICHARD DAVID FUENTES,WRITE-IN,1,403419
MICHIGAN,MI,4,AMY SLEPR,GREEN,4448,373245
MICHIGAN,MI,4,DAVID CANNY,LIBERTARIAN,5374,373245
MICHIGAN,MI,4,JERRY HILLIARD,DEMOCRAT,120802,373245
MICHIGAN,MI,4,JOHN R MOOLENAAR,REPUBLICAN,242621,373245
MICHIGAN,MI,5,DANIEL T KILDEE,DEMOCRAT,196599,361032
MICHIGAN,MI,5,JAMES HARRIS,LIBERTARIAN,5481,361032
MICHIGAN,MI,5,KATHY GOODWIN,WORKING CLASS,8180,361032
MICHIGAN,MI,5,TIM KELLY,REPUBLICAN,150772,361032
MICHIGAN,MI,6,FRED UPTON,REPUBLICAN,211496,378980
MICHIGAN,MI,6,JEFF DEPOY,LIBERTARIAN,10399,378980
MICHIGAN,MI,6,JERRY SOLIS,WRITE-IN,560,378980
MICHIGAN,MI,6,JOHN LAWRENCE,GREEN,4440,378980
MICHIGAN,MI,6,JON HOADLEY,DEMOCRAT,152085,378980
MICHIGAN,MI,7,GRETCHEN D DRISKELL,DEMOCRAT,159743,387267
MICHIGAN,MI,7,TIM WALBERG,REPUBLICAN,227524,387267
MICHIGAN,MI,8,ELISSA SLOTKIN,DEMOCRAT,217922,428344
MICHIGAN,MI,8,JOE HARTMAN,LIBERTARIAN,7897,428344
MICHIGAN,MI,8,PAUL JUNGE,REPUBLICAN,202525,428344
MICHIGAN,MI,9,ANDREA L KIRBY,WORKING CLASS,8970,399117
MICHIGAN,MI,9,ANDY LEVIN,DEMOCRAT,230318,399117
MICHIGAN,MI,9,CHARLES J LANGWORTHY,REPUBLICAN,153296,399117
MICHIGAN,MI,9,DOUGLAS ALLEN TROSZAK,WRITE-IN,1,399117
MICHIGAN,MI,9,MIKE SALIBA,LIBERTARIAN,6532,399117
MICHIGAN,MI,10,KIMBERLY BIZON,DEMOCRAT,138179,409786
MICHIGAN,MI,10,LISA MCCLAIN,REPUBLICAN,271607,409786
MICHIGAN,MI,11,ERIC S ESSHAKI,REPUBLICAN,215405,450473
MICHIGAN,MI,11,FRANK ACOSTA,WRITE-IN,4,450473
MICHIGAN,MI,11,HALEY M STEVENS,DEMOCRAT,226128,450473
MICHIGAN,MI,11,LEONARD SCHWARTZ,LIBERTARIAN,8936,450473
MICHIGAN,MI,12,DEBBIE DINGELL,DEMOCRAT,254957,383823
MICHIGAN,MI,12,GARY WALKOWICZ,WORKING CLASS,11147,383823
MICHIGAN,MI,12,JEFF JONES,REPUBLICAN,117719,383823
MICHIGAN,MI,13,ARTICIA BOMER,U.S. TAXPAYERS,1974,285885
MICHIGAN,MI,13,D ETTA WILCOXON,GREEN,2105,285885
MICHIGAN,MI,13,DAVID DUDENHOEFER,REPUBLICAN,53311,285885
MICHIGAN,MI,13,DONALD EASON,WRITE-IN,6,285885
MICHIGAN,MI,13,RASHIDA TLAIB,DEMOCRAT,223205,285885
MICHIGAN,MI,13,SAM JOHNSON,WORKING CLASS,5284,285885
MICHIGAN,MI,14,BRENDA L LAWRENCE,DEMOCRAT,271370,342303
MICHIGAN,MI,14,CLYDE K SHABAZZ,GREEN,1998,342303
MICHIGAN,MI,14,LISA LANE GIOIA,LIBERTARIAN,3737,342303
MICHIGAN,MI,14,PHILIP KOLODY,WORKING CLASS,2534,342303
MICHIGAN,MI,14,ROBERT VANCE PATRICK,REPUBLICAN,62664,342303
MINNESOTA,MN,1,BILL ROOD,GRASSROOTS - LEGALIZE CANNABIS,21448,368856
MINNESOTA,MN,1,DAN FEEHAN,DEMOCRATIC-FARMER-LABOR,167890,368856
MINNESOTA,MN,1,JIM HAGEDORN,REPUBLICAN,179234,368856
MINNESOTA,MN,1,WRITEIN,,284,368856
MINNESOTA,MN,2,ADAM CHARLES WEEKS,LEGAL MARIJUANA NOW,24751,424512
MINNESOTA,MN,2,ANGIE CRAIG,DEMOCRAT,204534,424512
MINNESOTA,MN,2,TYLER KISTNER,REPUBLICAN,194954,424512
MINNESOTA,MN,2,WRITEIN,,273,424512
MINNESOTA,MN,3,DEAN PHILLIPS,DEMOCRAT,246666,443603
MINNESOTA,MN,3,KENDALL QUALLS,REPUBLICAN,196625,443603
MINNESOTA,MN,3,WRITEIN,,312,443603
MINNESOTA,MN,4,BETTY MCCOLLUM,DEMOCRAT,245813,389114
MINNESOTA,MN,4,GENE RECHTZIGEL,REPUBLICAN,112730,389114
MINNESOTA,MN,4,SUSAN SINDT,GRASSROOTS - LEGALIZE CANNABIS,29537,389114
MINNESOTA,MN,4,WRITEIN,,1034,389114
MINNESOTA,MN,5,ILHAN OMAR,DEMOCRAT,255924,398229
MINNESOTA,MN,5,LACY JOHNSON,REPUBLICAN,102878,398229
MINNESOTA,MN,5,MICHAEL MOORE,LEGAL MARIJUANA NOW,37979,398229
MINNESOTA,MN,5,WRITEIN,,1448,398229
MINNESOTA,MN,6,TAWNJA ZAHRADKA,DEMOCRATIC-FARMER-LABOR,140853,412307
MINNESOTA,MN,6,TOM EMMER,REPUBLICAN,270901,412307
MINNESOTA,MN,6,WRITEIN,,553,412307
MINNESOTA,MN,7,COLLIN C PETERSON,DEMOCRAT,144840,363477
MINNESOTA,MN,7,MICHELLE FISCHBACH,REPUBLICAN,194066,363477
MINNESOTA,MN,7,RAE HART ANDERSON,GRASSROOTS - LEGALIZE CANNABIS,6499,363477
MINNESOTA,MN,7,SLATER JOHNSON,LEGAL MARIJUANA NOW,17710,363477
MINNESOTA,MN,7,WRITEIN,,362,363477
MINNESOTA,MN,8,JUDITH SCHWARTZBACKER,GRASSROOTS - LEGALIZE CANNABIS,22190,393711
MINNESOTA,MN,8,PETE STAUBER,REPUBLICAN,223432,393711
MINNESOTA,MN,8,QUINN NYSTROM,DEMOCRATIC-FARMER-LABOR,147853,393711
MINNESOTA,MN,8,WRITEIN,,236,393711
MISSISSIPPI,MS,1,ANTONIA ELIASON,DEMOCRAT,104008,332795
MISSISSIPPI,MS,1,TRENT KELLY,REPUBLICAN,228787,332795
MISSISSIPPI,MS,2,BENNIE G THOMPSON,DEMOCRAT,196224,297234
MISSISSIPPI,MS,2,BRIAN FLOWERS,REPUBLICAN,101010,297234
MISSISSIPPI,MS,3,"DOROTHY ""DOT"" BENFORD",DEMOCRAT,120782,341846
MISSISSIPPI,MS,3,MICHAEL GUEST,REPUBLICAN,221064,341846
MISSISSIPPI,MS,4,STEVEN M PALAZZO,REPUBLICAN,255971,255971
MISSOURI,MO,1,ALEX FURMAN,LIBERTARIAN,6766,316171
MISSOURI,MO,1,ANTHONY ROGERS,REPUBLICAN,59940,316171
MISSOURI,MO,1,CORI BUSH,DEMOCRAT,249087,316171
MISSOURI,MO,1,MARTIN D BAKER,WRITE-IN,378,316171
MISSOURI,MO,2,ANN WAGNER,REPUBLICAN,233157,449348
MISSOURI,MO,2,GINA BUFE,WRITE-IN,4,449348
MISSOURI,MO,2,JILL SCHUPP,DEMOCRAT,204540,449348
MISSOURI,MO,2,MARTIN SCHULTE,LIBERTARIAN,11647,449348
MISSOURI,MO,3,BLAINE LUETKEMEYER,REPUBLICAN,282866,407348
MISSOURI,MO,3,LEONARD J STEINMAN II,LIBERTARIAN,8344,407348
MISSOURI,MO,3,MEGAN REZABEK,DEMOCRAT,116095,407348
MISSOURI,MO,3,"THOMAS ""TOM"" CLAPP",WRITE-IN,43,407348
MISSOURI,MO,4,LINDSEY SIMMONS,DEMOCRAT,107635,362836
MISSOURI,MO,4,STEVEN K KOONSE,LIBERTARIAN,9954,362836
MISSOURI,MO,4,VICKY HARTZLER,REPUBLICAN,245247,362836
MISSOURI,MO,5,ANTWAIN WINTERS,WRITE-IN,41,352430
MISSOURI,MO,5,BILLY BALLARD,WRITE-IN,1,352430
MISSOURI,MO,5,EMANUEL CLEAVER,DEMOCRAT,207180,352430
MISSOURI,MO,5,EMMANUEL DORN,WRITE-IN,2,352430
MISSOURI,MO,5,ROBIN DOMINICK,LIBERTARIAN,9272,352430
MISSOURI,MO,5,RYAN DERKS,REPUBLICAN,135934,352430
